,product,price,type,rating,cuisine,restaurant,lat,log
311,yakiniku bbq,245.0,plato,9,japones,shinatora ya,40.4257681,-3.6866895
312,yakiniku bbq,38.5,plato,9,japones,shinatora ya,40.4257681,-3.6866895
313,yakiniku bbq,24.0,plato,9,japones,shinatora ya,40.4257681,-3.6866895
316,cafe,2.3,bebida,9,tailandes,aroy thai,40.447347673966,-3.6985700130463
317,botella de agua,3.0,bebida,9,tailandes,aroy thai,40.447347673966,-3.6985700130463
318,media botella de agua,2.0,bebida,9,tailandes,aroy thai,40.447347673966,-3.6985700130463
319,botella de vino,11.0,bebida,9,tailandes,aroy thai,40.447347673966,-3.6985700130463
320,copa de vino,3.5,bebida,9,tailandes,aroy thai,40.447347673966,-3.6985700130463
321,tarta de fina de manzana con helado de vainilla bourbon,6.0,postre,9.2,mediterraneo,las nubes de castellana -...,40.4465648,-3.6935868
322,tarta de queso tierno con compota de frutas de la temporada,6.0,postre,9.2,mediterraneo,las nubes de castellana -...,40.4465648,-3.6935868
323,volcan de chocolate con helado de chocolate blanco,7.0,postre,9.2,mediterraneo,las nubes de castellana -...,40.4465648,-3.6935868
324,milhojas de hojaldre con crema de limon y melisa,7.0,postre,9.2,mediterraneo,las nubes de castellana -...,40.4465648,-3.6935868
325,tabla de quesos,14.75,postre,9.2,mediterraneo,las nubes de castellana -...,40.4465648,-3.6935868
328,cafe,1.8,bebida,8.8,italiano,il cratere del gusto,40.429566,-3.7191032
330,media botella de agua,2.0,bebida,8.8,italiano,il cratere del gusto,40.429566,-3.7191032
331,botella de vino,11.0,bebida,8.8,italiano,il cratere del gusto,40.429566,-3.7191032
332,copa de vino,2.5,bebida,8.8,italiano,il cratere del gusto,40.429566,-3.7191032
333,insalata caprese,12.0,plato,8.5,italiano,flavia de chamberi,40.4333108,-3.70145
334,insalata pomodori perini di sicilia con stracciatella di burrata,12.0,plato,8.5,italiano,flavia de chamberi,40.4333108,-3.70145
335,ensaladilla rusa,11.0,plato,8.5,italiano,flavia de chamberi,40.4333108,-3.70145
336,botella de champan,17.0,bebida,8.7,japones,sushiole silvela,40.43558,-3.67611
338,cafe,2.05,bebida,8.7,japones,sushiole silvela,40.43558,-3.67611
340,media botella de agua,3.0,bebida,8.7,japones,sushiole silvela,40.43558,-3.67611
341,botella de vino,12.4,bebida,8.7,japones,sushiole silvela,40.43558,-3.67611
342,copa de vino,3.25,bebida,8.7,japones,sushiole silvela,40.43558,-3.67611
343,"hamburguesa de ternera con aguacate, queso manchego, cebolla morada, tomate y pesto",14.0,plato,8.5,español,la tradicion,40.4222231,-3.7111593
344,solomillo de cerdo con pure de patata y salsa a la pimienta,12.0,plato,8.5,español,la tradicion,40.4222231,-3.7111593
345,rabo estofado a la madrileña (tradicional),16.0,plato,8.5,español,la tradicion,40.4222231,-3.7111593
346,"carpaccio de buey con ajo negro, manzana y espinaca",14.0,plato,8.5,español,la tradicion,40.4222231,-3.7111593
347,entrecot de ternera con timbal de patata (400 g),18.0,plato,8.5,español,la tradicion,40.4222231,-3.7111593
349,tarta clasica de lima con merengue y base de galleta,5.0,postre,9.1,internacional,diurno,40.421238882933,-3.6971900463104
350,tarta de queso al horno con coulis de frutos rojos,5.0,postre,9.1,internacional,diurno,40.421238882933,-3.6971900463104
351,tarta doble de chocolate (sin harina),5.0,postre,9.1,internacional,diurno,40.421238882933,-3.6971900463104
352,tatin de manzana asada con hojaldre y helado de galleta sable,6.0,postre,9.1,internacional,diurno,40.421238882933,-3.6971900463104
355,cafe,1.5,bebida,8.2,español,taberna el arco,40.4140812,-3.7009698
357,media botella de agua,1.9,bebida,8.2,español,taberna el arco,40.4140812,-3.7009698
358,botella de vino,14.0,bebida,8.2,español,taberna el arco,40.4140812,-3.7009698
359,copa de vino,2.3,bebida,8.2,español,taberna el arco,40.4140812,-3.7009698
360,ceviche,14.0,plato,8.5,mediterraneo,nanai restaurante espacio...,40.4227029,-3.7024078
361,bacalao,14.0,plato,8.5,mediterraneo,nanai restaurante espacio...,40.4227029,-3.7024078
362,atun,16.0,plato,8.5,mediterraneo,nanai restaurante espacio...,40.4227029,-3.7024078
363,tartar,15.0,plato,8.5,mediterraneo,nanai restaurante espacio...,40.4227029,-3.7024078
364,"arroz ciego (gambas peladas, mejillones y pollo) min. 2px",18.0,plato,8.9,mediterraneo,al punto,40.461118066486,-3.6345798969269
365,arroz caldoso con carabineros y almejas (min. 2 px),23.0,plato,8.9,mediterraneo,al punto,40.461118066486,-3.6345798969269
366,arroz meloso con verduritas naturales (min. 2 px),16.0,plato,8.9,mediterraneo,al punto,40.461118066486,-3.6345798969269
367,fideos negros cremosos con langostinos y chipirones,18.0,plato,8.9,mediterraneo,al punto,40.461118066486,-3.6345798969269
368,fabes seda con carabineros y almejas,22.0,plato,8.9,mediterraneo,al punto,40.461118066486,-3.6345798969269
369,cocochas de merluza con almejas en salsa verde,32.0,plato,8.9,mediterraneo,al punto,40.461118066486,-3.6345798969269
370,tartar de atun con sal de ajo y hierbas de provenza,23.0,plato,8.9,mediterraneo,al punto,40.461118066486,-3.6345798969269
371,lomos de atun rojo a la plancha y cebolla caramelizada,23.0,plato,8.9,mediterraneo,al punto,40.461118066486,-3.6345798969269
372,"lomos de merluza a la plancha, donostiarra o marinera",22.0,plato,8.9,mediterraneo,al punto,40.461118066486,-3.6345798969269
373,bocaditos de merluza a la romana con guarnicion,22.0,plato,8.9,mediterraneo,al punto,40.461118066486,-3.6345798969269
374,lomo de bacalao a la brasa con salsa bilbaina,22.0,plato,8.9,mediterraneo,al punto,40.461118066486,-3.6345798969269
375,lubina a la sal** (2 px),22.0,plato,8.9,mediterraneo,al punto,40.461118066486,-3.6345798969269
376,centollo preparado (1 kg),60.0,plato,none,marisqueria,el cantabrico,40.4312841,-3.677071
377,buey de mar preparado (1 kg),40.0,plato,none,marisqueria,el cantabrico,40.4312841,-3.677071
378,percebes gallegos (100 gr),12.0,plato,none,marisqueria,el cantabrico,40.4312841,-3.677071
381,cafe,1.8,bebida,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
382,botella de agua,1.8,bebida,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
384,botella de vino,11.5,bebida,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
385,copa de vino,2.5,bebida,8.6,italiano,pizza jardin - pensamiento,40.4592306,-3.6974671
386,"pinocchio con vainilla, nata montada , nueces y miel",4.5,postre,8,italiano,pinocchio retiro,40.4157005,-3.6717401
387,profiteroles con chocolate caliente,4.75,postre,8,italiano,pinocchio retiro,40.4157005,-3.6717401
388,tarta de queso casera,4.5,postre,8,italiano,pinocchio retiro,40.4157005,-3.6717401
389,flan casero,3.5,postre,8,italiano,pinocchio retiro,40.4157005,-3.6717401
390,helado variado,4.0,postre,8,italiano,pinocchio retiro,40.4157005,-3.6717401
391,soufle ( minimo 2 per.),12.0,postre,8,italiano,pinocchio retiro,40.4157005,-3.6717401
394,cafe,1.5,bebida,8.7,americano,burger 10,40.4011137,-3.7154224
396,media botella de agua,2.0,bebida,8.7,americano,burger 10,40.4011137,-3.7154224
397,botella de vino,13.0,bebida,8.7,americano,burger 10,40.4011137,-3.7154224
398,copa de vino,2.3,bebida,8.7,americano,burger 10,40.4011137,-3.7154224
399,bombay potatoes,5.95,plato,8.1,indio,indian bombay,40.4623933,-3.6972176
400,vegetables korma,6.95,plato,8.1,indio,indian bombay,40.4623933,-3.6972176
401,lamb curry,13.0,plato,9.1,indio,tandoori madrid,40.41101,-3.70695
402,lamb vindaloo,14.0,plato,9.1,indio,tandoori madrid,40.41101,-3.70695
403,ensalada verde con vinagreta de manzana,7.8,plato,8.6,vasco,sagaretxe,40.4342406,-3.701002
404,ensalada tibia de gulas y gambas,9.8,plato,8.6,vasco,sagaretxe,40.4342406,-3.701002
405,ensalada de primavera,10.8,plato,8.6,vasco,sagaretxe,40.4342406,-3.701002
406,ensalada de cogollos con pimientos y ventresca de bonito,11.8,plato,8.6,vasco,sagaretxe,40.4342406,-3.701002
407,ensalada de foie y jamon de bellota con frmabuesas,13.9,plato,8.6,vasco,sagaretxe,40.4342406,-3.701002
408,ensalada mixta sagaretxe,10.8,plato,8.6,vasco,sagaretxe,40.4342406,-3.701002
409,ensalada de aguacates,12.9,plato,8.5,internacional,la tomasa de jorge juan,40.4233685,-3.6739608
410,ensala de gambones,14.9,plato,8.5,internacional,la tomasa de jorge juan,40.4233685,-3.6739608
411,ensalada templada,10.9,plato,8.5,internacional,la tomasa de jorge juan,40.4233685,-3.6739608
412,salmorejo elaborado con tomates ecologicos,9.0,plato,9.5,vegetariano,bloved veggie corner,40.4194705,-3.6990859
413,bouquet veggie,10.0,plato,9.5,vegetariano,bloved veggie corner,40.4194705,-3.6990859
414,ensalada bloved con vinagreta de piñones,10.0,plato,9.5,vegetariano,bloved veggie corner,40.4194705,-3.6990859
415,ensalada tibia de verduras en varias texturas,10.0,plato,9.5,vegetariano,bloved veggie corner,40.4194705,-3.6990859
416,tabla de tomates bloved,9.0,plato,9.5,vegetariano,bloved veggie corner,40.4194705,-3.6990859
417,mousse de berenjena al carbon y brunoise de frambuesa,10.0,plato,9.5,vegetariano,bloved veggie corner,40.4194705,-3.6990859
418,tartar de tomate y aceituna,11.0,plato,9.5,vegetariano,bloved veggie corner,40.4194705,-3.6990859
419,piadinas con hortalizas,11.0,plato,9.5,vegetariano,bloved veggie corner,40.4194705,-3.6990859
420,cuarto de libra vegano,14.0,plato,9.5,vegetariano,bloved veggie corner,40.4194705,-3.6990859
421,rigatoni al curry chipotle,12.0,plato,9.5,vegetariano,bloved veggie corner,40.4194705,-3.6990859
422,fideua ses illetes,15.0,plato,9.5,vegetariano,bloved veggie corner,40.4194705,-3.6990859
423,paella de verduras,15.0,plato,9.5,vegetariano,bloved veggie corner,40.4194705,-3.6990859
427,gelato artigianale siciliano,6.0,postre,9.1,gastronomico,pante,40.4224527,-3.6849186
428,bacio pantesco con ricotta al limone,7.0,postre,9.1,gastronomico,pante,40.4224527,-3.6849186
429,tiramisu classico,7.0,postre,9.1,gastronomico,pante,40.4224527,-3.6849186
430,sformato al cioccolato,7.0,postre,9.1,gastronomico,pante,40.4224527,-3.6849186
431,beignet al cioccolato gianduja,7.0,postre,9.1,gastronomico,pante,40.4224527,-3.6849186
432,gelato affogato,7.0,postre,9.1,gastronomico,pante,40.4224527,-3.6849186
433,steak tartar,16.0,plato,8.9,español,cinco jotas - jorge juan,40.4238871,-3.6863126
434,solomillo iberico al pedro ximenez,16.5,plato,8.9,español,cinco jotas - jorge juan,40.4238871,-3.6863126
435,carrillera melosa,15.0,plato,8.9,español,cinco jotas - jorge juan,40.4238871,-3.6863126
436,albondigas de abanico,11.5,plato,8.9,español,cinco jotas - jorge juan,40.4238871,-3.6863126
437,lasagna de carrillera iberica,15.0,plato,8.9,español,cinco jotas - jorge juan,40.4238871,-3.6863126
438,cocido iberico de la dehesa,32.0,plato,8.9,español,cinco jotas - jorge juan,40.4238871,-3.6863126
441,lomos de sardina asada sobre patata machacada cubiertos de fina lamina de papada de iberico,9.5,entrante,9.3,mediterraneo,beker 6,40.4360883,-3.6870974
442,"tartar de tomate, arroz salvaje, melaza de granada y carabinero a la plancha",12.5,entrante,9.3,mediterraneo,beker 6,40.4360883,-3.6870974
443,verduritas crujientes a nuestro estilo,7.5,entrante,9.3,mediterraneo,beker 6,40.4360883,-3.6870974
444,nigiri de anguila,6.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
445,nigiri de toro,6.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
446,"maki de mango, salmon y agucate",10.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
447,escolar negro flambeado,12.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
448,"roll arcoiris de pescado, aguacate, pepino y wasabi",12.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
449,spice atun,6.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
450,"neki atun, huevas de salmon y cebolla",10.0,plato,8.6,asiatico,asian,40.4219998,-3.7076177
451,mango lassi,5.5,postre,9.3,vietnamita,distrito 1,40.4040076,-3.6926936
452,tapioca con leche de coco,5.5,postre,9.3,vietnamita,distrito 1,40.4040076,-3.6926936
453,bacalao confitado en salsa de piquillo y cebolletas dulces,24.0,plato,8.9,español,seduccion a la carta,40.454792,-3.6989494
454,merluza de pincho a la plancha con salsa de mostaza,24.0,plato,8.9,español,seduccion a la carta,40.454792,-3.6989494
455,tartar de atun rojo con aguacate y aceite de sesamo,24.0,plato,8.9,español,seduccion a la carta,40.454792,-3.6989494
456,patatas fritas con oregano,3.2,plato,9.2,griego,mandrake,40.4121485,-3.7103656
457,patatas fritas con queso feta,3.9,plato,9.2,griego,mandrake,40.4121485,-3.7103656
458,ensalada dacos,6.8,plato,9.2,griego,mandrake,40.4121485,-3.7103656
459,musaka,7.5,plato,9.2,griego,mandrake,40.4121485,-3.7103656
460,pan pita y salsa tzatziki,4.2,plato,9.2,griego,mandrake,40.4121485,-3.7103656
461,cogote de merluza asado a la parrilla con refrito de ajos y patatas panaderas,25.85,plato,8.9,asturiano,ferreiro,40.450238993795,-3.6982700824738
462,lenguado de roca al grill con patatas vapor,27.9,plato,8.9,asturiano,ferreiro,40.450238993795,-3.6982700824738
463,pixin a la parrilla 2 personas (rape de barriga negra hecho a la parrilla con ajitos) precio por pers.,28.05,plato,8.9,asturiano,ferreiro,40.450238993795,-3.6982700824738
464,"merluza de pincho a la sidra con manzanas, almejas finas y langostinos",25.52,plato,8.9,asturiano,ferreiro,40.450238993795,-3.6982700824738
465,"bacalao al estilo ferreiro (cocinado con suave pil-pil , ajito tostado y su toque de guidilla )",25.85,plato,8.9,asturiano,ferreiro,40.450238993795,-3.6982700824738
466,rape en medallones a la plancha con langostinos al perfume de azafran,28.05,plato,8.9,asturiano,ferreiro,40.450238993795,-3.6982700824738
467,lomo de merluza de pincho a la brasa con ajitos,23.65,plato,8.9,asturiano,ferreiro,40.450238993795,-3.6982700824738
468,lubina a la sal (2 personas) con cachelos y cebollita pochada (precio por pers),28.05,plato,8.9,asturiano,ferreiro,40.450238993795,-3.6982700824738
469,chipirones de potera en tinta con timbal de arroz blanco,19.23,plato,8.9,asturiano,ferreiro,40.450238993795,-3.6982700824738
470,salmon a la plancha,17.0,plato,8.9,none,rayal,40.4226659,-3.7106911
471,pulpo a la brasa,18.0,plato,8.9,none,rayal,40.4226659,-3.7106911
472,bacalao a la brasa,18.0,plato,8.9,none,rayal,40.4226659,-3.7106911
473,merluza a la plancha o romana,14.0,plato,8.9,none,rayal,40.4226659,-3.7106911
476,cafe,1.0,bebida,9,español,green marta ii,40.4908495,-3.6870865
478,media botella de agua,1.0,bebida,9,español,green marta ii,40.4908495,-3.6870865
480,copa de vino,2.0,bebida,9,español,green marta ii,40.4908495,-3.6870865
482,copa de champan,3.0,bebida,8.9,castellano,lobato cervera,40.472532232377,-3.650680065155
485,media botella de agua,1.75,bebida,8.9,castellano,lobato cervera,40.472532232377,-3.650680065155
486,botella de vino,7.0,bebida,8.9,castellano,lobato cervera,40.472532232377,-3.650680065155
487,copa de vino,2.1,bebida,8.9,castellano,lobato cervera,40.472532232377,-3.650680065155
488,ensaladilla rusa,9.8,entrante,8.5,argentino,iguazu cocktail club,40.4514566,-3.7020168
489,"tres empanadillas argentinas rellenas de carne, pollo o jamon y queso",11.4,entrante,8.5,argentino,iguazu cocktail club,40.4514566,-3.7020168
490,tres brochetas de ternera a la brasa,11.4,entrante,8.5,argentino,iguazu cocktail club,40.4514566,-3.7020168
491,ensalada mixta con atun,9.6,entrante,8.5,argentino,iguazu cocktail club,40.4514566,-3.7020168
492,ensalada campera,9.8,entrante,8.5,argentino,iguazu cocktail club,40.4514566,-3.7020168
493,chicken nachos,8.95,entrante,9.1,asador,smokies,40.4198869,-3.6972546
494,fresh guacamole,7.95,entrante,9.1,asador,smokies,40.4198869,-3.6972546
495,chicken fingers,6.95,entrante,9.1,asador,smokies,40.4198869,-3.6972546
497,mis patatas bravas,10.5,entrante,8.9,español,picoroco,40.4261496,-3.694363
498,tapita de ensaladilla rusa con ventresca,13.5,entrante,8.9,español,picoroco,40.4261496,-3.694363
499,calamares tipo rabas del cantabrico,14.0,entrante,8.9,español,picoroco,40.4261496,-3.694363
500,mollejas de cordero plancha con romesco,8.0,entrante,8.9,español,picoroco,40.4261496,-3.694363
517,cafe,2.0,bebida,8.4,asturiano,la bobia,40.4113543,-3.707739
519,media botella de agua,2.5,bebida,8.4,asturiano,la bobia,40.4113543,-3.707739
520,botella de vino,12.0,bebida,8.4,asturiano,la bobia,40.4113543,-3.707739
521,copa de vino,3.0,bebida,8.4,asturiano,la bobia,40.4113543,-3.707739
522,queso “saint felicien” 180 grs. cremier,14.5,postre,8.9,none,muñagorri,40.4311814,-3.6773463
523,quesos artesanos con membrillo,10.0,postre,8.9,none,muñagorri,40.4311814,-3.6773463
524,cañitas rellenas de crema,7.0,postre,8.9,none,muñagorri,40.4311814,-3.6773463
525,"manzana al mortero templada, crema inglesa y helado de avellana",7.0,postre,8.9,none,muñagorri,40.4311814,-3.6773463
526,"torrija de “brioche”, con helado de vainilla",8.0,postre,8.9,none,muñagorri,40.4311814,-3.6773463
527,mousse de chocolate con helado de choco con naranja,7.5,postre,8.9,none,muñagorri,40.4311814,-3.6773463
528,"helados de: chocolate con naranja, vainilla, avellana y almendra",6.0,postre,8.9,none,muñagorri,40.4311814,-3.6773463
529,curry verde langostino,9.9,plato,9.1,tailandes,yothai takeaway,40.42051,-3.7169266
530,curry rojo ternera,9.9,plato,9.1,tailandes,yothai takeaway,40.42051,-3.7169266
531,gang phet ped krob,11.9,plato,9.1,tailandes,yothai takeaway,40.42051,-3.7169266
532,ped bangkok,11.9,plato,9.1,tailandes,yothai takeaway,40.42051,-3.7169266
533,arroz frito shanghai mama (receta tradicional),9.5,plato,8.8,chino,shanghai mama - chueca,40.4205164,-3.6994646
534,fideos de arroz con marisco al wok,9.6,plato,8.8,chino,shanghai mama - chueca,40.4205164,-3.6994646
535,sopa de miso japonesa,3.8,plato,7.8,chino,mirasol,40.4828511,-3.7138225
536,sopa de wan tun,3.8,plato,7.8,chino,mirasol,40.4828511,-3.7138225
537,tom yan kum,4.25,plato,7.8,chino,mirasol,40.4828511,-3.7138225
544,pie de limon,3.0,postre,8.3,peruano,pisco y lima - la latina,40.4107135,-3.7099175
545,tarta de tres leches,3.0,postre,8.3,peruano,pisco y lima - la latina,40.4107135,-3.7099175
546,"raviolis de trufa con tomates sicilianos, albahaca y parmesano",13.0,plato,8.6,mediterraneo,el b_us,40.4132268,-3.7061709
547,"ensalada mezclum con aguacate, aceitunas negras y virutas de jamon",9.9,plato,8.6,mediterraneo,el b_us,40.4132268,-3.7061709
548,carpaccio de gambon con salsa de rocoto,13.0,plato,8.6,mediterraneo,el b_us,40.4132268,-3.7061709
549,canelones de espinacas y pasas al pesto,12.0,plato,8.6,mediterraneo,el b_us,40.4132268,-3.7061709
550,lasaña de verduras,12.5,plato,8.6,mediterraneo,el b_us,40.4132268,-3.7061709
551,tartar de salmon con aguacate y mango,14.5,plato,8.6,mediterraneo,el b_us,40.4132268,-3.7061709
552,pulpo con pure de patata al pimenton,13.5,plato,8.6,mediterraneo,el b_us,40.4132268,-3.7061709
553,fishburguer de salmon con salsa de soja,8.5,plato,8.6,mediterraneo,el b_us,40.4132268,-3.7061709
